-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 01/01/2022 
Location: Latitude  39.092   Longitude -94.6496 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 269.7 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M       MERRA-2 Temperature at 2 Meters (C) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,T2M,WS10M,WD10M
2017,11,16,4.14,3.74,98.94
2017,11,17,13.07,6.34,188.69
2017,11,18,7.05,8.1,322.94
2017,11,19,2.97,3.88,257.62
2017,11,20,7.99,8.67,205.88
2017,11,21,4.07,6.13,281.5
2017,11,22,-0.97,2.75,184.44
2017,11,23,6.12,3.77,228.06
2017,11,24,12.26,6.85,246.25
2017,11,25,8.81,2.84,315.25
2017,11,26,8.0,4.41,225.44
2017,11,27,11.24,7.34,198.69
2017,11,28,11.65,6.8,147.81
2017,11,29,9.0,4.29,133.69
2017,11,30,7.31,3.5,290.06
2017,12,1,5.86,3.72,170.62
2017,12,2,7.74,2.2,177.94
2017,12,3,11.13,5.23,164.94
2017,12,4,12.83,10.41,234.88
2017,12,5,1.28,6.72,274.19
2017,12,6,2.15,6.41,302.69
2017,12,7,-5.18,4.92,304.56
2017,12,8,-2.15,4.46,244.38
2017,12,9,-0.97,5.11,304.25
2017,12,10,2.15,4.91,272.94
2017,12,11,3.87,7.8,294.06
2017,12,12,-2.11,4.55,281.5
2017,12,13,3.75,7.03,287.12
2017,12,14,0.98,2.18,240.31
2017,12,15,1.23,5.09,260.06
2017,12,16,4.24,6.43,207.38
2017,12,17,5.58,3.5,214.44
2017,12,18,5.5,5.33,232.88
2017,12,19,4.48,3.8,163.62
2017,12,20,2.12,3.68,100.0
2017,12,21,6.96,4.34,222.75
2017,12,22,-0.78,4.77,328.0
2017,12,23,-3.63,3.45,144.81
2017,12,24,-4.52,5.67,254.06
2017,12,25,-4.94,3.68,174.31
2017,12,26,-10.86,5.38,22.25
2017,12,27,-12.41,4.01,64.44
2017,12,28,-5.75,3.33,185.31
2017,12,29,-2.85,3.63,201.25
2017,12,30,-10.75,6.48,35.5
2017,12,31,-14.54,6.11,228.31
2018,1,1,-17.61,3.1,242.62
2018,1,2,-13.25,3.68,187.56
2018,1,3,-8.11,5.41,292.12
2018,1,4,-10.7,1.69,98.81
2018,1,5,-7.94,4.3,76.81
2018,1,6,-6.92,5.11,105.94
2018,1,7,-0.97,4.66,195.94
2018,1,8,0.32,2.98,268.25
2018,1,9,1.02,4.74,161.75
2018,1,10,4.6,7.62,179.69
2018,1,11,-2.23,8.99,301.25
2018,1,12,-10.42,7.45,221.75
2018,1,13,-9.74,3.17,43.0
2018,1,14,-4.99,4.75,184.06
2018,1,15,-10.06,8.54,330.75
2018,1,16,-15.18,5.12,319.38
2018,1,17,-11.6,4.25,231.31
2018,1,18,-4.33,7.09,210.94
2018,1,19,0.72,7.72,202.81
2018,1,20,4.23,4.45,184.62
2018,1,21,9.97,5.47,185.69
2018,1,22,1.92,8.62,242.81
2018,1,23,-1.39,5.95,306.0
2018,1,24,0.86,3.91,255.25
2018,1,25,5.61,7.47,205.94
2018,1,26,8.08,9.53,208.56
2018,1,27,3.23,3.54,304.62
2018,1,28,0.85,3.67,205.06
2018,1,29,-4.31,4.13,290.5
2018,1,30,1.15,7.07,176.94
2018,1,31,3.28,4.67,234.0
2018,2,1,-3.05,5.91,301.81
2018,2,2,-3.99,3.41,168.5
2018,2,3,1.82,7.15,209.62
2018,2,4,-6.99,7.38,343.62
2018,2,5,-8.49,4.33,245.94
2018,2,6,-8.61,4.6,106.69
2018,2,7,-6.4,2.62,242.25
2018,2,8,0.39,5.03,199.44
2018,2,9,-1.35,6.05,94.38
2018,2,10,-6.63,6.85,28.06
2018,2,11,-5.59,3.62,229.31
2018,2,12,-5.24,4.52,77.62
2018,2,13,-0.38,4.73,160.62
2018,2,14,4.27,5.44,208.88
2018,2,15,10.51,6.94,275.5
2018,2,16,-1.29,5.55,214.75
2018,2,17,2.96,4.75,214.94
2018,2,18,5.17,8.37,176.25
2018,2,19,9.37,7.14,244.88
2018,2,20,-2.99,6.42,330.5
2018,2,21,-5.38,6.02,51.06
2018,2,22,-1.11,3.92,112.44
2018,2,23,0.53,2.85,205.75
2018,2,24,0.84,5.08,161.38
2018,2,25,1.6,3.59,235.62
2018,2,26,5.83,3.8,199.44
2018,2,27,9.61,8.06,192.81
2018,2,28,10.06,4.04,191.38
2018,3,1,3.99,6.53,274.88
2018,3,2,4.43,4.84,130.25
2018,3,3,8.87,6.89,155.69
2018,3,4,9.27,7.84,152.88
2018,3,5,8.82,9.02,240.94
2018,3,6,2.01,11.45,296.06
2018,3,7,-0.97,5.93,316.5
2018,3,8,-0.13,2.8,257.38
2018,3,9,4.54,4.94,90.31
2018,3,10,4.22,4.08,94.75
2018,3,11,3.52,5.11,177.06
2018,3,12,2.62,4.24,294.38
2018,3,13,2.51,4.6,265.06
2018,3,14,5.88,5.11,193.31
2018,3,15,12.1,4.66,197.19
2018,3,16,10.87,7.74,135.56
2018,3,17,5.19,5.41,243.38
2018,3,18,5.41,3.27,86.38
2018,3,19,3.74,6.45,38.25
2018,3,20,4.06,4.11,216.06
2018,3,21,4.43,3.2,271.06
2018,3,22,8.59,4.58,142.94
2018,3,23,10.33,6.52,111.06
2018,3,24,8.68,6.74,209.75
2018,3,25,4.3,5.19,94.06
2018,3,26,10.07,6.52,164.75
2018,3,27,5.99,4.73,186.44
2018,3,28,8.05,1.54,148.38
2018,3,29,6.31,5.22,163.81
2018,3,30,5.99,3.7,274.62
2018,3,31,8.94,8.86,219.44
2018,4,1,-1.79,5.2,45.75
2018,4,2,0.48,3.71,129.75
2018,4,3,3.8,7.87,289.56
2018,4,4,-0.91,3.84,256.81
2018,4,5,8.51,4.23,178.69
2018,4,6,1.84,7.58,17.25
2018,4,7,-0.77,3.62,111.19
2018,4,8,1.08,4.96,152.69
2018,4,9,3.94,3.8,179.12
2018,4,10,6.58,3.13,181.31
2018,4,11,15.04,8.11,201.94
2018,4,12,19.78,8.18,195.06
2018,4,13,20.51,10.27,201.0
2018,4,14,5.98,6.55,253.31
2018,4,15,-0.06,8.88,315.94
2018,4,16,3.19,4.48,270.19
2018,4,17,9.19,5.52,99.31
2018,4,18,7.9,8.72,288.88
2018,4,19,6.45,4.11,155.0
2018,4,20,9.33,4.45,111.69
2018,4,21,11.59,4.88,96.69
2018,4,22,12.33,5.79,62.75
2018,4,23,15.0,4.66,41.94
2018,4,24,16.09,3.72,160.31
2018,4,25,10.39,4.22,168.88
2018,4,26,11.75,3.23,296.5
2018,4,27,14.07,4.77,274.38
2018,4,28,12.69,4.09,54.44
2018,4,29,13.93,6.17,145.25
2018,4,30,19.07,8.95,181.62
2018,5,1,20.83,8.19,189.25
2018,5,2,22.12,6.36,194.88
2018,5,3,21.62,6.7,196.69
2018,5,4,18.62,3.88,235.88
2018,5,5,19.93,2.45,227.25
2018,5,6,20.6,3.05,131.12
2018,5,7,21.17,3.62,85.44
2018,5,8,21.73,7.07,162.25
2018,5,9,23.87,4.82,276.56
2018,5,10,24.03,3.92,212.31
2018,5,11,23.34,6.98,187.31
2018,5,12,24.72,6.34,186.31
2018,5,13,24.94,5.02,200.0
2018,5,14,25.15,4.23,204.75
2018,5,15,22.77,2.63,234.81
2018,5,16,21.79,2.09,62.06
2018,5,17,21.58,3.54,83.88
2018,5,18,22.69,3.27,105.0
2018,5,19,22.37,1.86,184.31
2018,5,20,21.28,2.07,203.44
2018,5,21,19.89,2.69,261.25
2018,5,22,23.07,2.43,158.38
2018,5,23,24.83,3.52,158.81
2018,5,24,23.62,3.88,171.56
2018,5,25,23.74,2.97,219.0
2018,5,26,26.32,4.02,228.31
2018,5,27,27.32,3.05,220.38
2018,5,28,27.49,2.03,170.94
2018,5,29,26.57,2.89,139.06
2018,5,30,24.82,4.53,239.25
2018,5,31,25.12,2.73,234.25
2018,6,1,27.15,3.4,180.69
2018,6,2,24.02,5.0,250.5
2018,6,3,22.01,4.39,289.5
2018,6,4,20.37,2.52,122.31
2018,6,5,23.44,2.81,200.0
2018,6,6,26.38,2.75,186.5
2018,6,7,26.08,2.78,189.38
2018,6,8,26.61,2.73,200.56
2018,6,9,27.17,4.39,201.12
2018,6,10,29.18,5.59,202.31
2018,6,11,28.01,4.16,173.31
2018,6,12,26.34,3.0,203.69
2018,6,13,26.25,3.52,136.88
2018,6,14,28.05,4.88,176.06
2018,6,15,29.21,5.91,189.25
2018,6,16,29.3,5.82,187.75
2018,6,17,29.54,5.72,192.06
2018,6,18,29.47,4.91,198.94
2018,6,19,27.01,4.02,206.75
2018,6,20,25.04,4.18,243.94
2018,6,21,20.8,5.91,296.56
2018,6,22,21.63,3.38,288.69
2018,6,23,24.19,1.48,227.5
2018,6,24,25.13,3.34,141.38
2018,6,25,24.84,5.41,169.44
2018,6,26,26.8,4.33,240.25
2018,6,27,28.45,1.8,124.44
2018,6,28,30.49,4.33,193.06
2018,6,29,30.71,6.4,192.25
2018,6,30,29.67,4.55,187.5
2018,7,1,26.2,3.99,260.62
2018,7,2,26.43,2.2,98.31
2018,7,3,28.81,3.69,148.31
2018,7,4,29.19,3.7,159.38
2018,7,5,29.29,2.67,186.75
2018,7,6,28.37,3.73,57.56
2018,7,7,26.03,3.69,94.06
2018,7,8,26.12,2.69,134.44
2018,7,9,29.43,1.94,185.88
2018,7,10,30.9,1.7,155.0
2018,7,11,31.38,2.29,135.56
2018,7,12,31.82,2.87,151.94
2018,7,13,31.23,3.77,194.56
2018,7,14,28.44,1.31,208.62
2018,7,15,29.95,1.38,157.0
2018,7,16,30.17,1.91,29.25
2018,7,17,26.3,2.66,89.75
2018,7,18,25.66,3.41,111.75
2018,7,19,29.25,3.25,229.0
2018,7,20,28.19,3.1,274.31
2018,7,21,26.76,3.6,270.94
2018,7,22,26.12,3.33,22.0
2018,7,23,25.94,2.72,109.12
2018,7,24,26.83,3.18,239.69
2018,7,25,26.49,2.57,163.75
2018,7,26,25.25,2.65,180.44
2018,7,27,25.15,2.57,182.69
2018,7,28,24.44,3.13,104.38
2018,7,29,22.09,3.91,51.56
2018,7,30,22.45,2.52,75.19
2018,7,31,23.71,2.75,167.38
2018,8,1,25.83,2.05,267.25
2018,8,2,27.05,3.45,250.06
2018,8,3,27.74,4.39,211.88
2018,8,4,28.5,5.84,190.94
2018,8,5,29.78,6.48,191.94
2018,8,6,29.62,3.52,198.69
2018,8,7,26.05,2.4,241.06
2018,8,8,26.84,1.55,185.81
2018,8,9,28.23,1.57,274.12
2018,8,10,27.48,2.37,226.94
2018,8,11,26.73,2.46,61.31
2018,8,12,27.55,3.8,112.62
2018,8,13,27.13,3.69,172.38
2018,8,14,24.55,3.53,178.19
2018,8,15,26.49,1.35,222.81
2018,8,16,27.05,1.89,291.25
2018,8,17,25.89,2.54,237.19
2018,8,18,26.48,1.78,92.94
2018,8,19,23.74,4.91,139.69
2018,8,20,21.47,7.81,274.5
2018,8,21,22.62,4.95,278.38
2018,8,22,21.97,2.05,87.94
2018,8,23,19.96,5.22,154.94
2018,8,24,26.35,7.11,203.12
2018,8,25,28.52,6.2,213.31
2018,8,26,28.64,6.79,191.38
2018,8,27,29.05,9.41,191.81
2018,8,28,28.48,6.81,204.88
2018,8,29,22.01,4.58,131.31
2018,8,30,23.8,4.52,135.12
2018,8,31,25.49,5.86,168.19
2018,9,1,26.42,5.77,188.38
2018,9,2,25.94,4.13,171.44
2018,9,3,26.82,4.9,172.0
2018,9,4,26.34,5.48,179.88
2018,9,5,24.15,2.82,179.12
2018,9,6,22.46,3.73,42.75
2018,9,7,19.94,5.23,37.56
2018,9,8,17.3,6.43,34.94
2018,9,9,17.41,3.79,54.31
2018,9,10,19.48,1.61,113.06
2018,9,11,20.63,3.38,172.62
2018,9,12,21.35,3.6,163.69
2018,9,13,23.57,4.04,178.19
2018,9,14,25.62,2.93,181.75
2018,9,15,26.18,2.36,109.06
2018,9,16,26.15,1.84,154.31
2018,9,17,26.86,1.79,206.12
2018,9,18,27.46,3.8,207.25
2018,9,19,27.81,4.18,200.69
2018,9,20,27.55,6.93,197.0
2018,9,21,19.3,5.2,209.38
2018,9,22,16.45,3.57,71.94
2018,9,23,18.01,3.01,116.75
2018,9,24,20.71,2.88,178.69
2018,9,25,20.15,5.16,253.06
2018,9,26,14.0,2.59,261.62
2018,9,27,14.4,3.29,217.06
2018,9,28,13.95,4.73,100.31
2018,9,29,15.6,4.38,138.69
2018,9,30,21.86,4.67,201.62
2018,10,1,22.99,4.9,213.31
2018,10,2,23.73,3.77,230.62
2018,10,3,25.8,8.84,209.0
2018,10,4,15.39,5.7,61.5
2018,10,5,20.63,4.26,216.75
2018,10,6,15.73,5.3,129.69
2018,10,7,17.66,2.65,115.31
2018,10,8,22.05,4.29,173.69
2018,10,9,20.97,4.81,158.0
2018,10,10,10.98,6.19,277.88
2018,10,11,7.27,3.65,260.25
2018,10,12,7.02,1.74,141.06
2018,10,13,7.83,3.11,158.75
2018,10,14,6.72,4.96,201.81
2018,10,15,2.92,3.65,299.69
2018,10,16,6.38,4.14,245.75
2018,10,17,10.51,3.37,163.56
2018,10,18,10.33,3.16,153.56
2018,10,19,12.29,5.52,243.69
2018,10,20,8.84,5.49,242.69
2018,10,21,7.31,4.73,176.56
2018,10,22,12.49,3.21,221.69
2018,10,23,10.21,3.41,57.56
2018,10,24,8.68,3.69,107.5
2018,10,25,9.15,2.71,99.75
2018,10,26,9.39,3.36,273.5
2018,10,27,11.53,3.24,269.75
2018,10,28,11.58,4.7,299.19
2018,10,29,12.58,4.73,190.0
2018,10,30,15.12,5.62,211.75
2018,10,31,9.93,4.04,115.06
2018,11,1,8.23,2.38,153.62
2018,11,2,7.91,3.88,255.56
2018,11,3,10.2,5.14,162.69
2018,11,4,7.29,5.16,266.94
2018,11,5,7.47,5.25,208.75
2018,11,6,5.65,4.27,297.62
2018,11,7,3.05,3.62,249.06
2018,11,8,0.11,3.42,56.69
2018,11,9,-2.54,5.7,313.5
2018,11,10,-3.55,4.0,199.81
2018,11,11,1.18,2.91,176.31
2018,11,12,-3.14,6.03,136.69
2018,11,13,-4.49,2.74,322.94
2018,11,14,-2.32,1.8,123.12
2018,11,15,0.26,3.87,214.56
2018,11,16,3.13,3.2,242.0
2018,11,17,1.85,5.45,77.81
2018,11,18,-0.77,3.26,58.19
2018,11,19,-0.42,3.96,278.25
2018,11,20,-0.6,3.3,272.19
2018,11,21,4.83,4.65,219.44
2018,11,22,6.92,5.66,194.06
2018,11,23,6.88,6.18,195.5
2018,11,24,7.2,3.39,201.44
2018,11,25,1.04,10.65,181.69
2018,11,26,-5.64,5.73,318.88
2018,11,27,-6.06,2.8,272.31
2018,11,28,-1.13,4.25,152.0
2018,11,29,0.79,2.55,99.62
2018,11,30,2.43,5.24,76.62
2018,12,1,6.17,6.84,170.88
2018,12,2,0.9,7.62,292.19
2018,12,3,-1.94,4.8,321.12
2018,12,4,-2.9,4.04,280.38
2018,12,5,0.4,4.57,236.5
2018,12,6,-1.41,4.02,99.25
2018,12,7,-3.23,2.49,62.25
2018,12,8,-2.96,4.19,74.12
2018,12,9,-4.42,1.78,95.75
2018,12,10,-1.54,2.81,223.44
2018,12,11,2.01,5.82,206.31
2018,12,12,1.69,3.76,214.5
2018,12,13,3.72,4.24,193.44
2018,12,14,0.95,5.77,54.94
2018,12,15,2.73,2.54,117.31
2018,12,16,2.74,3.22,303.12
2018,12,17,2.1,2.66,173.56
2018,12,18,4.6,4.33,181.25
2018,12,19,5.73,5.18,221.19
2018,12,20,2.7,7.29,328.69
2018,12,21,0.23,3.68,272.31
2018,12,22,2.56,4.16,301.5
2018,12,23,1.42,4.16,280.88
2018,12,24,1.37,3.8,182.62
2018,12,25,3.64,3.05,107.0
2018,12,26,6.96,7.32,120.69
2018,12,27,7.71,9.54,205.38
2018,12,28,-4.42,6.61,300.31
2018,12,29,-4.7,3.02,269.0
2018,12,30,-0.97,5.48,195.0
2018,12,31,0.48,4.3,243.81
2019,1,1,-5.97,4.12,332.19
2019,1,2,-5.67,3.98,241.75
2019,1,3,-1.99,2.56,236.56
2019,1,4,1.6,3.16,289.69
2019,1,5,2.85,3.09,244.5
2019,1,6,7.28,6.59,169.69
2019,1,7,10.9,7.27,240.31
2019,1,8,4.39,7.29,301.62
2019,1,9,-1.93,4.73,260.56
2019,1,10,-1.12,3.45,123.75
2019,1,11,0.6,4.31,138.25
2019,1,12,-1.4,5.59,67.81
2019,1,13,-3.24,3.69,218.56
2019,1,14,-4.26,3.27,233.19
2019,1,15,-1.75,4.29,220.0
2019,1,16,-0.9,2.54,127.25
2019,1,17,-1.06,2.41,192.75
2019,1,18,-0.42,5.15,117.25
2019,1,19,-7.99,9.58,352.5
2019,1,20,-9.68,3.59,81.19
2019,1,21,-4.3,8.35,131.19
2019,1,22,1.01,7.27,233.88
2019,1,23,-6.45,5.38,291.31
2019,1,24,-7.38,6.1,316.94
2019,1,25,-7.44,5.48,242.69
2019,1,26,-2.22,4.2,208.38
2019,1,27,-1.35,5.3,140.88
2019,1,28,-3.53,9.49,309.19
2019,1,29,-8.56,6.16,304.94
2019,1,30,-16.75,3.34,181.38
2019,1,31,-7.19,3.5,167.06
2019,2,1,0.32,3.03,170.88
2019,2,2,6.69,5.78,199.5
2019,2,3,12.72,8.05,189.38
2019,2,4,1.61,6.9,223.19
2019,2,5,-3.22,4.12,162.31
2019,2,6,-2.8,4.06,158.0
2019,2,7,-9.17,8.93,312.44
2019,2,8,-12.09,3.8,267.19
2019,2,9,-7.54,5.07,129.38
2019,2,10,-0.6,3.64,173.5
2019,2,11,0.07,4.42,107.38
2019,2,12,-2.49,7.12,302.19
2019,2,13,0.3,5.11,192.12
2019,2,14,2.0,7.77,274.0
2019,2,15,-8.4,6.09,48.62
2019,2,16,-7.02,4.27,74.0
2019,2,17,-4.53,5.55,277.88
2019,2,18,-6.84,3.89,210.5
2019,2,19,-4.03,5.84,78.19
2019,2,20,-1.58,5.22,211.06
2019,2,21,-2.04,3.66,126.38
2019,2,22,-0.32,6.09,101.69
2019,2,23,3.23,5.87,170.38
2019,2,24,-2.95,8.1,313.69
2019,2,25,-2.12,3.82,74.56
2019,2,26,0.38,3.52,87.0
2019,2,27,-4.4,6.55,216.12
2019,2,28,-5.29,3.27,39.81
2019,3,1,-1.77,2.11,205.0
2019,3,2,-3.36,5.97,59.81
2019,3,3,-10.77,7.95,203.75
2019,3,4,-13.07,4.98,291.31
2019,3,5,-10.06,5.73,289.94
2019,3,6,-5.24,3.44,196.06
2019,3,7,0.78,5.91,98.06
2019,3,8,2.7,4.21,89.38
2019,3,9,5.99,9.19,206.69
2019,3,10,1.05,4.07,229.69
2019,3,11,3.73,2.74,81.0
2019,3,12,7.65,6.21,163.75
2019,3,13,12.34,10.55,162.12
2019,3,14,4.98,11.6,251.5
2019,3,15,2.73,6.91,312.38
2019,3,16,5.1,3.76,280.44
2019,3,17,3.4,3.2,196.56
2019,3,18,4.94,2.62,78.31
2019,3,19,7.84,4.62,153.38
2019,3,20,7.07,5.56,295.5
2019,3,21,6.23,3.89,326.81
2019,3,22,8.74,3.05,206.56
2019,3,23,10.02,5.8,138.44
2019,3,24,11.31,5.23,263.31
2019,3,25,8.89,4.34,123.56
2019,3,26,8.67,2.47,113.19
2019,3,27,12.34,7.38,187.81
2019,3,28,14.87,4.23,171.94
2019,3,29,9.74,6.12,72.88
2019,3,30,2.98,7.9,261.44
2019,3,31,1.57,3.05,305.0
2019,4,1,4.91,4.67,199.0
2019,4,2,7.37,3.86,223.75
2019,4,3,11.4,4.84,142.19
2019,4,4,11.71,2.93,90.62
2019,4,5,12.19,2.2,144.62
2019,4,6,15.64,5.23,156.12
2019,4,7,17.98,4.99,253.69
2019,4,8,16.79,2.34,225.62
2019,4,9,17.14,4.68,93.25
2019,4,10,19.26,8.11,156.25
2019,4,11,11.42,9.45,227.5
2019,4,12,5.33,7.44,277.38
2019,4,13,6.35,4.46,37.25
2019,4,14,7.54,4.85,242.44
2019,4,15,13.72,6.1,174.75
2019,4,16,18.6,6.24,191.56
2019,4,17,19.69,6.98,217.75
2019,4,18,11.39,6.64,300.31
2019,4,19,10.37,6.05,220.06
2019,4,20,14.15,3.34,223.19
2019,4,21,18.7,7.91,181.94
2019,4,22,18.77,6.26,246.31
2019,4,23,11.49,2.79,101.0
2019,4,24,14.46,1.77,126.31
2019,4,25,15.2,4.53,299.19
2019,4,26,14.3,3.95,285.69
2019,4,27,13.53,8.72,221.44
2019,4,28,8.93,6.76,102.38
2019,4,29,15.8,5.84,126.88
2019,4,30,15.51,4.16,133.19
2019,5,1,15.36,3.0,239.88
2019,5,2,12.96,5.21,110.31
2019,5,3,12.27,3.04,76.12
2019,5,4,13.88,2.23,78.81
2019,5,5,16.41,4.17,190.38
2019,5,6,18.73,2.05,172.62
2019,5,7,18.33,3.84,108.19
2019,5,8,19.05,5.66,215.06
2019,5,9,9.21,5.23,328.31
2019,5,10,10.75,2.81,147.5
2019,5,11,11.22,2.71,87.62
2019,5,12,10.91,2.9,201.69
2019,5,13,13.02,1.92,106.75
2019,5,14,18.5,4.15,186.31
2019,5,15,21.15,2.75,169.25
2019,5,16,23.44,6.51,212.56
2019,5,17,23.43,7.34,196.88
2019,5,18,20.35,6.52,205.06
2019,5,19,15.83,4.79,292.75
2019,5,20,11.19,6.62,65.88
2019,5,21,15.82,9.09,141.31
2019,5,22,17.65,5.62,243.94
2019,5,23,19.77,2.88,151.75
2019,5,24,23.88,7.19,196.88
2019,5,25,23.3,6.1,211.81
2019,5,26,23.06,2.73,207.31
2019,5,27,23.73,6.7,198.12
2019,5,28,23.85,6.39,194.62
2019,5,29,21.19,3.83,249.5
2019,5,30,18.15,4.52,281.44
2019,5,31,20.57,2.12,279.12
2019,6,1,22.38,4.27,268.12
2019,6,2,19.55,3.3,105.06
2019,6,3,20.57,4.18,138.19
2019,6,4,23.69,4.61,196.19
2019,6,5,25.6,3.6,216.31
2019,6,6,22.81,2.53,108.75
2019,6,7,23.73,4.0,63.12
2019,6,8,22.82,2.93,73.31
2019,6,9,21.11,4.94,284.75
2019,6,10,19.09,3.96,332.25
2019,6,11,18.94,3.65,201.69
2019,6,12,17.81,4.27,294.5
2019,6,13,17.5,2.8,266.69
2019,6,14,19.73,6.88,185.38
2019,6,15,23.9,5.5,220.06
2019,6,16,24.31,1.88,245.44
2019,6,17,22.69,2.67,77.19
2019,6,18,22.38,1.7,105.12
2019,6,19,21.4,3.2,277.94
2019,6,20,22.98,2.78,225.81
2019,6,21,23.96,5.59,155.38
2019,6,22,25.04,4.62,174.25
2019,6,23,22.27,2.48,216.75
2019,6,24,20.25,4.7,262.69
2019,6,25,23.22,4.72,208.62
2019,6,26,24.39,3.12,192.62
2019,6,27,25.72,4.55,195.0
2019,6,28,26.57,4.65,190.0
2019,6,29,26.74,3.56,183.31
2019,6,30,26.15,2.95,190.38
2019,7,1,25.98,2.72,201.38
2019,7,2,25.37,3.16,200.12
2019,7,3,25.3,3.34,199.75
2019,7,4,24.75,2.39,170.81
2019,7,5,25.45,1.86,237.75
2019,7,6,25.4,2.37,258.25
2019,7,7,25.59,2.4,54.25
2019,7,8,25.37,3.05,107.94
2019,7,9,26.3,3.52,196.44
2019,7,10,25.54,3.03,305.56
2019,7,11,23.45,3.66,226.75
2019,7,12,24.83,1.83,111.44
2019,7,13,25.93,1.84,112.62
2019,7,14,25.83,2.98,148.06
2019,7,15,23.97,3.27,103.81
2019,7,16,25.55,1.52,241.44
2019,7,17,26.16,5.04,186.62
2019,7,18,28.08,6.8,200.31
2019,7,19,28.09,5.88,198.19
2019,7,20,28.16,5.61,197.19
2019,7,21,25.61,3.38,110.88
2019,7,22,22.59,5.49,17.19
2019,7,23,20.87,2.84,31.0
2019,7,24,22.76,1.3,197.06
2019,7,25,22.37,2.99,175.56
2019,7,26,23.39,4.48,196.62
2019,7,27,23.63,4.03,205.56
